dataset,data_path,knn_k,run_seed,split_seed,train_seed,seed_offset,task_stage,save_init_artifact,load_init_artifact,experiment,variant_key,variant_label,model_family,model_kind,predictor,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,selection,sigma_match,lambda_base,lambda_multiplier,goal0_target_reference,goal1_group,goal1_target_reference,_best_cfg,artifacts_dir,test_cindex,best_val_cindex,best_epoch,mean_Ksoft,mean_Khard,affinity_artifact,init_artifact,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count,status,error,elapsed_sec,split_block_id,fixed_init_source_seed,fixed_init_source_variant_key,dataset_selected_mean_Khard,dataset_target_mean_Khard,dataset_khard_delta,dataset_selected_summary_stage,dataset_selected_summary_file
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,123,123,123,0,screen,True,,goal1,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,gated,linear,concrete,0.15,0.00165,0.2,goal1_smooth_sweep,exact,0.0022,0.75,False,linear_gated,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6661752661752661,0.8157894736842105,14,2138.194091796875,2074.6142578125,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx0p75__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx0p75__seed123_init.pt,5255.0,2504.0,2382.9586540152463,ok,,2.5452561378479004,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,127,127,127,4,screen,True,,goal1,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,gated,linear,concrete,0.15,0.00165,0.2,goal1_smooth_sweep,exact,0.0022,0.75,False,linear_gated,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6651924651924652,0.7633136094674556,18,2029.9161376953125,1996.9324951171875,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx0p75__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx0p75__seed127_init.pt,4183.0,2172.0,2141.885354477816,ok,,2.5680911540985107,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,126,126,126,3,screen,True,,goal1,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,gated,linear,concrete,0.15,0.00275,0.2,goal1_smooth_sweep,exact,0.0022,1.25,False,linear_gated,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.677968877968878,0.710128055878929,12,1167.203125,1113.0224609375,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx1p25__seed126_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx1p25__seed126_init.pt,6023.0,1310.0,1355.163345223194,ok,,3.170323371887207,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,125,125,125,2,screen,True,,goal1,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,gated,linear,concrete,0.15,0.0033,0.2,goal1_smooth_sweep,exact,0.0022,1.5,False,linear_gated,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6832104832104832,0.7546897546897547,25,953.1262817382812,928.0482177734376,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx1p5__seed125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx1p5__seed125_init.pt,2931.0,1058.0,1060.08701840878,ok,,4.867572784423828,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,124,124,124,1,screen,True,,goal1,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,gated,linear,concrete,0.15,0.0044,0.2,goal1_smooth_sweep,exact,0.0022,2.0,False,linear_gated,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6388206388206388,0.752,20,468.7259826660156,445.6077270507813,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx2p0__seed124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx2p0__seed124_init.pt,3240.0,530.0,569.3815498178411,ok,,4.924986124038696,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,123,123,123,0,screen,True,,goal1,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,gated,linear,concrete,0.15,0.0066,0.2,goal1_smooth_sweep,exact,0.0022,3.0,False,linear_gated,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6293202293202294,0.8651315789473685,49,231.4513702392578,220.0032196044922,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx3p0__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx3p0__seed123_init.pt,3849.0,259.0,360.6908895610263,ok,,6.607609510421753,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,127,127,127,4,screen,True,,goal1,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,gated,linear,concrete,0.15,0.0066,0.2,goal1_smooth_sweep,exact,0.0022,3.0,False,linear_gated,False,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.5937755937755937,0.7218934911242604,28,226.7067413330078,212.34405517578125,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx3p0__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lconcrete_lamx3p0__seed127_init.pt,3162.0,272.0,352.0247520438977,ok,,4.448541164398193,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,126,126,126,3,screen,True,,goal1,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,gated,linear,lspin_tf,0.15,0.007,0.2,goal1_smooth_sweep,exact,0.007,1.0,False,linear_gated,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 35, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6466830466830467,0.7380675203725262,44,821.6199951171875,821.623779296875,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin__seed126_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin__seed126_init.pt,2326.0,1109.0,1003.0422772165816,ok,,8.417273044586182,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,125,125,125,2,screen,True,,goal1,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,gated,linear,lspin_tf,0.15,0.00525,0.2,goal1_smooth_sweep,exact,0.007,0.75,False,linear_gated,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 35, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6386568386568386,0.7907647907647908,45,2151.603271484375,2151.530517578125,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx0p75__seed125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx0p75__seed125_init.pt,4702.0,3240.0,2788.4518441910545,ok,,8.561036825180054,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,124,124,124,1,screen,True,,goal1,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,gated,linear,lspin_tf,0.15,0.00875,0.2,goal1_smooth_sweep,exact,0.007,1.25,False,linear_gated,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 35, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6486486486486487,0.748,28,650.787353515625,650.7652587890625,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx1p25__seed124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx1p25__seed124_init.pt,3557.0,920.0,880.4960750777049,ok,,8.500858068466187,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,123,123,123,0,screen,True,,goal1,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,gated,linear,lspin_tf,0.15,0.0105,0.2,goal1_smooth_sweep,exact,0.007,1.5,False,linear_gated,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 35, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6373464373464374,0.881578947368421,34,475.75537109375,475.7395629882813,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx1p5__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx1p5__seed123_init.pt,2871.0,689.0,658.8240548653762,ok,,9.683325290679932,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,127,127,127,4,screen,True,,goal1,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,gated,linear,lspin_tf,0.15,0.0105,0.2,goal1_smooth_sweep,exact,0.007,1.5,False,linear_gated,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 35, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6113022113022113,0.7071005917159763,64,439.5294494628906,439.5209045410156,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx1p5__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx1p5__seed127_init.pt,1376.0,571.0,528.6869157184041,ok,,10.087392568588257,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,126,126,126,3,screen,True,,goal1,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,gated,linear,lspin_tf,0.15,0.014,0.2,goal1_smooth_sweep,exact,0.007,2.0,False,linear_gated,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 35, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6157248157248157,0.7089639115250291,30,345.65447998046875,345.6527404785156,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx2p0__seed126_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx2p0__seed126_init.pt,2275.0,456.0,463.1798890307483,ok,,5.004852294921875,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,125,125,125,2,screen,True,,goal1,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,gated,linear,lspin_tf,0.15,0.021,0.2,goal1_smooth_sweep,exact,0.007,3.0,False,linear_gated,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 35, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6877968877968877,0.8037518037518038,42,273.481201171875,273.4823303222656,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx3p0__seed125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_llspin_lamx3p0__seed125_init.pt,1925.0,324.0,344.7413830360029,ok,,5.76266622543335,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,124,124,124,1,screen,True,,goal1,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,gated,mlp,lspin_tf,0.15,0.007,0.2,goal1_smooth_sweep,exact,0.007,1.0,False,smooth,True,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6003276003276004,0.6,8,440.4588623046875,440.49517822265625,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx1p0__seed124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx1p0__seed124_init.pt,2657.0,1052.0,892.047024790102,ok,,3.340942144393921,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,123,123,123,0,screen,True,,goal1,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,gated,mlp,lspin_tf,0.15,0.00875,0.2,goal1_smooth_sweep,exact,0.007,1.25,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6270270270270271,0.8569078947368421,19,311.0563049316406,311.0289306640625,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx1p25__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx1p25__seed123_init.pt,1932.0,494.0,474.1194200419188,ok,,5.365503787994385,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,127,127,127,4,screen,True,,goal1,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,gated,mlp,lspin_tf,0.15,0.00875,0.2,goal1_smooth_sweep,exact,0.007,1.25,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6819000819000819,0.6627218934911243,7,410.42974853515625,410.37298583984375,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx1p25__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx1p25__seed127_init.pt,2409.0,962.0,809.6124269424384,ok,,3.255329132080078,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,126,126,126,3,screen,True,,goal1,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,gated,mlp,lspin_tf,0.15,0.0105,0.2,goal1_smooth_sweep,exact,0.007,1.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6337428337428337,0.6426076833527358,9,326.571044921875,326.52734375,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx1p5__seed126_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx1p5__seed126_init.pt,2184.0,663.0,587.3386017211916,ok,,3.381155490875244,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,125,125,125,2,screen,True,,goal1,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,gated,mlp,lspin_tf,0.15,0.014,0.2,goal1_smooth_sweep,exact,0.007,2.0,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6668304668304669,0.7402597402597403,14,251.28646850585935,251.2733154296875,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx2p0__seed125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx2p0__seed125_init.pt,1994.0,408.0,394.985798837325,ok,,4.262223243713379,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,124,124,124,1,screen,True,,goal1,goal1_smooth_lspin_lamx2p5,LSPIN smooth x2.5,LSPIN,gated,mlp,lspin_tf,0.15,0.0175,0.2,goal1_smooth_sweep,exact,0.007,2.5,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6335790335790336,0.572,12,188.69955444335935,188.6913146972656,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx2p5__seed124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx2p5__seed124_init.pt,1406.0,342.0,308.2853096278032,ok,,4.2265989780426025,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,123,123,123,0,screen,True,,goal1,goal1_smooth_lspin_lamx3p0,LSPIN smooth x3,LSPIN,gated,mlp,lspin_tf,0.15,0.021,0.2,goal1_smooth_sweep,exact,0.007,3.0,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.56003276003276,0.8618421052631579,16,164.88092041015625,164.91961669921875,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx3p0__seed123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx3p0__seed123_init.pt,1124.0,231.0,230.4639232134041,ok,,4.490651845932007,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,127,127,127,4,screen,True,,goal1,goal1_smooth_lspin_lamx3p0,LSPIN smooth x3,LSPIN,gated,mlp,lspin_tf,0.15,0.021,0.2,goal1_smooth_sweep,exact,0.007,3.0,False,smooth,False,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6366912366912367,0.6923076923076923,9,198.49847412109372,198.48231506347656,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx3p0__seed127_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_smooth_lspin_lamx3p0__seed127_init.pt,1349.0,362.0,323.3799729475219,ok,,2.84867787361145,,,,,,,,
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,126,126,126,3,screen,True,,goal1,mlp,MLP,MLP,mlp,,,,,,reference,na,,,False,dense,False,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6255528255528255,0.6880093131548312,18,,,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__mlp__seed126_init.pt,,,,ok,,2.3580996990203857,,,,,,,,
